gameState,setPlay,timeLeft,robotNumber,"robotPose X","robotPose Y","robotPose R",distanceToGoal,ballIsNear,"ballPosition X","ballPosition Y",ballDistanceToBot,ballDistanceToGoal,"team1 X","team1 Y","team2 X","team2 Y","team3 X","team3 Y","team4 X","team4 Y","team5 X","team5 Y","opponent1 X","opponent1 Y","opponent2 X","opponent2 Y","opponent3 X","opponent3 Y","opponent4 X","opponent4 Y","opponent5 X","opponent5 Y"
3,0,591,3,-116.931,714.958,0.466631,4696.67,0,875.902,-431.899,1516.91,3674.57,-4228.73,-92.0876,525.445,-236.414,929.926,-2643.82,-1988.16,-140.624,-3900.86,-2997.47,1987.4,-400,1487.4,900,1087.4,-1300,887.409,0.00356212,4487.4,0.000392301
3,0,592,3,-117.588,717.153,0.456207,4697.65,0,875.902,-431.899,1518.99,3674.57,-4228.73,-92.0876,508.264,-215.684,898.34,-2656.07,-1988.16,-140.312,-3900.86,-2997.47,1987.4,-400,1487.4,900,1087.4,-1300,887.41,0.00356213,4487.4,0.000392301
3,0,592,3,-162.538,694.649,0.468317,4738.73,0,875.902,-431.899,1532.15,3674.57,-4228.73,-92.0865,438.494,-201.412,847.762,-2655.83,-1988.15,-140.793,-3900.86,-2997.47,1987.4,-400,1487.4,900,1087.4,-1300,887.409,0.00356211,4487.4,0.000392301
3,0,593,3,-235.358,665.996,0.433217,4806.72,0,875.902,-431.899,1562.14,3674.57,-4228.73,-92.0793,356.891,-181.385,772.59,-2650.17,-1988.24,-150.507,-3900.86,-2997.47,1987.4,-400,1487.4,900,1087.4,-1300,887.41,0.00356213,4487.4,0.000392301
3,0,593,3,-311.768,636.954,0.37551,4878.53,0,875.902,-431.899,1597.81,3674.57,-4228.74,-92.1693,280.864,-161.713,691.589,-2639.02,-1988.36,-148.96,-3900.86,-2997.47,1987.4,-400,1487.4,900,1087.4,-1300,887.411,0.00356217,4487.4,0.000392301
3,0,594,3,-369.997,620.553,0.0526717,4934.17,0,875.902,-431.899,1630.93,3674.57,-4228.8,-93.4841,198.253,-142.671,607.878,-2626.43,-1988.46,-147.772,-3900.86,-2997.47,1987.4,-400,1487.4,900,1087.4,-1300,887.405,0.00356181,4487.4,0.000392301
3,0,594,3,-384.383,628.66,-0.383464,4949.47,0,875.84,-431.627,1646.93,3674.6,-4228.44,-89.0825,112.91,-120.046,523.908,-2611.67,-1988.25,-136.537,-3900.86,-2997.47,1987.4,-400,1487.4,900,1087.4,-1300,887.426,0.00356157,4487.4,0.000392301
3,0,595,3,-456.953,659.101,-0.33974,5025.36,0,874.594,-426.213,1717.83,3675.2,-4217.01,16.1687,24.766,-107.556,440.677,-2595.22,-1987.82,-104.212,-3900.86,-2997.47,1987.4,-400,1487.4,900,1087.4,-1300,887.361,0.00350617,4487.4,0.000392301
3,0,595,3,-501.027,671.53,-0.112155,5070.69,0,871.802,-414.076,1750.2,3676.59,-4214.08,1.20928,-21.9394,-84.7265,359.973,-2580.51,-1989.42,-58.9487,-3900.86,-2997.47,1987.4,-400,1487.4,900,1087.4,-1300,887.534,-8.7123e-05,4487.4,0.000392301
3,0,596,3,-584.302,678.744,-0.118585,5154.19,0,1727.46,-254.518,2493.03,2809.1,-4214.08,1.21338,-55.1405,-52.6613,275.687,-2562.73,-1988.23,-1.57592,-3900.86,-2997.47,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,596,3,-622.127,685.736,0.19343,5192.6,0,1743.83,-256.93,2546.83,2793.02,-4214.06,1.23394,-94.6066,-42.2453,187.225,-2543.39,-1988.23,-1.61047,-3900.86,-2997.47,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,597,3,-694.076,673.896,0.326962,5262.4,1,0,0,967.407,4525,-4214.07,1.22289,-163.791,-25.1402,105.527,-2532.98,-1988.26,-1.46661,-3900.86,-2997.47,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,597,3,-741.153,661.377,0.258278,5307.52,1,6.10352e-05,0,993.341,4525,-4214.07,1.13976,-166.53,-21.3341,17.5425,-2518.68,-1988.24,-1.73026,-3900.86,-2997.47,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,598,3,-816.018,641.849,0.153202,5379.45,0,-6.10352e-05,6.10352e-05,1038.2,4525,-4214.12,1.08506,-175.571,-13.9239,-71.1808,-2507.29,-1988.27,-1.44232,-3900.86,-2997.47,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,598,3,-849.504,642.084,-0.288222,5412.72,0,6.10352e-05,-6.10352e-05,1064.86,4525,-4215.49,12.7777,-181.471,43.7498,-151.689,-2504.14,-1988.23,-1.6487,-3900.86,-2997.47,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
