gameState,setPlay,timeLeft,robotNumber,"robotPose X","robotPose Y","robotPose R",distanceToGoal,ballIsNear,"ballPosition X","ballPosition Y",ballDistanceToBot,ballDistanceToGoal,"team1 X","team1 Y","team2 X","team2 Y","team3 X","team3 Y","team4 X","team4 Y","team5 X","team5 Y","opponent1 X","opponent1 Y","opponent2 X","opponent2 Y","opponent3 X","opponent3 Y","opponent4 X","opponent4 Y","opponent5 X","opponent5 Y"
3,0,598,2,-2829.16,-2616.64,0.897926,7805.8,0,0,0.000244141,3853.7,4525,-3914.89,2413.77,-1922.06,2476.42,-661.677,2304.25,-360.346,-2486.65,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,598,2,-2835.86,-2638.58,1.1053,7819.48,0,0.000244141,0.000244141,3873.52,4525,-3903.79,2502.49,-1948.8,2491.62,-679.682,2385.81,-419.758,-2545.59,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,599,2,-2161.26,-2582.01,0.895597,7167.49,0,0,0,3367.17,4525,-3895.44,2594.46,-1996.03,2550.31,-696.616,2464.28,-475.382,-2597.58,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,599,2,-2201.13,-2640.27,1.0146,7225.78,0,-0.000244141,-0.000244141,3437.44,4525,-3902.09,2672.56,-2040.97,2621.99,-717.133,2550.51,-532.811,-2659.26,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,600,2,-2228.48,-2688.53,1.21521,7268.95,0,0,0.000244141,3492.03,4525,-3909.51,2709.41,-2095.96,2689.28,-733.275,2629.86,-597.452,-2718.88,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,600,2,-2235.55,-2723.19,1.45105,7288.4,0,0,0,3523.27,4525,-3914.21,2746.64,-2142.59,2741.91,-730.492,2711.14,-627.989,-2738.95,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.402,7.75791e-05,4487.4,0.000392301
1,0,600,2,-2242.16,-2807.42,1.50842,7326.4,0,0.000244141,0,3592.9,4525,-3921.2,2825.66,-2183.49,2805.33,-724.849,2785.5,-668.441,-2795.16,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.4,7.7579e-05,4487.4,0.000392301
1,0,600,2,-2245.13,-2896.14,1.58297,7363.57,0,0,-0.000244141,3664.45,4525,-3916.97,2917.54,-2220.99,2883.75,-726.885,2875.3,-709.28,-2871.64,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.404,7.75793e-05,4487.4,0.000392301
1,0,600,2,-2253.49,-2969.92,1.6617,7400.56,0,0.000244141,0.000488281,3728.08,4525,-3905.57,2981.61,-2261.5,2948,-727.224,2962.41,-749.599,-2947.05,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.396,7.75786e-05,4487.4,0.000392301
1,0,600,2,-2249.73,-2999.63,1.84436,7409.1,0,-0.000244141,0,3749.54,4525,-3899.93,2987.65,-2250.51,2987.95,-748.115,2987.3,-743.896,-2987.49,0,0,1987.41,-400,1487.41,900,1087.41,-1300,887.407,7.75795e-05,4487.41,0.000392302
