gameState,timeLeft,robotNumber,"robotPose X","robotPose Y","robotPose R",distanceToGoal,ballIsNear,"ballPosition X","ballPosition Y",ballDistanceToBot,ballDistanceToGoal,"team1 X","team1 Y","team2 X","team2 Y","team3 X","team3 Y","team4 X","team4 Y","team5 X","team5 Y","opponent1 X","opponent1 Y","opponent2 X","opponent2 Y","opponent3 X","opponent3 Y","opponent4 X","opponent4 Y","opponent5 X","opponent5 Y"
3,0,5,-4352.89,-140.048,0.761633,0,0,2993.15,863.132,7414.22,0,-4402.25,145.073,-2632.14,1339.89,-2625.98,-1358.05,-911.891,1951.45,0,0,341.697,-877.451,387.73,977.634,306.936,-1679.31,2115.37,107.689,4487.4,0.000392301
3,0,5,-4353.54,-137.902,0.77505,0,0,2993.15,863.132,7414.57,0,-4402.5,144.829,-2632.14,1339.89,-2625.98,-1358.05,-911.855,1951.52,0,0,341.697,-877.451,387.73,977.634,306.936,-1679.31,2115.37,107.689,4487.4,0.000392301
3,0,5,-4354.07,-136.478,0.794566,0,0,2993.15,863.132,7414.91,0,-4405.01,147.92,-2632.14,1339.89,-2625.98,-1358.05,-911.859,1951.6,0,0,341.697,-877.451,387.73,977.634,306.936,-1679.31,2115.37,107.689,4487.4,0.000392301
3,0,5,-4354.14,-136.488,0.812434,0,0,2993.15,863.132,7414.97,0,-4404.16,145.958,-2632.14,1339.89,-2625.98,-1358.05,-911.896,1951.69,0,0,341.697,-877.451,387.73,977.634,306.936,-1679.31,2115.37,107.689,4487.4,0.000392301
3,0,5,-4353.33,-138.411,0.832109,0,0,2993.15,863.132,7414.43,0,-4402.35,142.472,-2632.14,1339.89,-2625.98,-1358.05,-911.955,1951.76,0,0,341.697,-877.451,387.73,977.634,306.936,-1679.31,2115.37,107.689,4487.4,0.000392301
3,0,5,-4354.17,-138.481,0.86292,0,0,2993.15,863.132,7415.28,0,-4402.83,142.195,-2632.14,1339.89,-2625.98,-1358.05,-912.027,1951.79,0,0,341.697,-877.451,387.73,977.634,306.936,-1679.31,2115.37,107.689,4487.4,0.000392301
3,0,5,-4352.94,-139.132,0.895653,0,0,2993.15,863.132,7414.14,0,-4402.83,142.195,-2632.14,1339.89,-2625.98,-1358.05,-912.025,1951.79,0,0,341.697,-877.451,387.73,977.634,306.936,-1679.31,2115.37,107.689,4487.4,0.000392301
3,0,5,-4355.14,-136.571,0.916037,0,0,2993.15,863.132,7415.98,0,-4402.83,142.195,-2632.14,1339.89,-2625.98,-1358.05,-912.006,1951.79,0,0,341.697,-877.451,387.73,977.634,306.936,-1679.31,2115.37,107.689,4487.4,0.000392301
3,0,5,-4356.78,-135.864,0.943038,0,0,2993.15,863.132,7417.51,0,-4402.83,142.195,-2632.14,1339.89,-2625.98,-1358.05,-911.976,1951.75,0,0,341.697,-877.451,387.73,977.634,306.936,-1679.31,2115.37,107.689,4487.4,0.000392301
3,0,5,-4265.1,-140.787,0.943038,0,0,2993.15,863.132,7327.34,0,-4402.83,142.195,-2632.14,1339.89,-2625.98,-1358.05,-911.963,1951.69,0,0,341.697,-877.451,387.73,977.634,306.936,-1679.31,2115.37,107.689,4487.4,0.000392301
