gameState,timeLeft,robotNumber,"robotPose X","robotPose Y","robotPose R",distanceToGoal,ballIsNear,"ballPosition X","ballPosition Y",ballDistanceToBot,ballDistanceToGoal,"team1 X","team1 Y","team2 X","team2 Y","team3 X","team3 Y","team4 X","team4 Y","team5 X","team5 Y","opponent1 X","opponent1 Y","opponent2 X","opponent2 Y","opponent3 X","opponent3 Y","opponent4 X","opponent4 Y","opponent5 X","opponent5 Y"
3,0,5,-3733.87,-268.535,0.943038,0,0,2993.15,863.132,6821.54,0,-4402.83,142.195,-2632.14,1339.89,-2625.98,-1358.05,-911.977,1951.64,0,0,341.697,-877.451,387.73,977.634,306.936,-1679.31,2115.37,107.689,4487.4,0.000392301
3,0,5,-282.133,-6.23622,0.943038,0,0,2993.15,863.132,3388.7,0,-4402.83,142.195,-2632.14,1339.89,-2625.98,-1358.05,-911.98,1951.64,0,0,341.697,-877.451,387.73,977.634,306.936,-1679.31,2115.37,107.689,4487.4,0.000392301
3,0,5,-69.4092,-17.659,0.943038,0,0,2993.15,863.132,3186.7,0,-4402.83,142.195,-2632.14,1339.89,-2625.98,-1358.05,-912.003,1951.64,0,0,341.697,-877.451,387.73,977.634,306.936,-1679.31,2115.37,107.689,4487.4,0.000392301
3,0,5,-69.4092,-17.659,0.943038,0,0,2993.15,863.132,3186.7,0,-4402.83,142.195,-2632.14,1339.89,-2625.98,-1358.05,-912.047,1951.67,0,0,341.697,-877.451,387.73,977.634,306.936,-1679.31,2115.37,107.689,4487.4,0.000392301
3,0,5,-69.4092,-17.659,0.943038,0,0,2993.15,863.132,3186.7,0,-4402.83,142.195,-2632.14,1339.89,-2625.98,-1358.05,-912.07,1951.71,0,0,341.697,-877.451,387.73,977.634,306.936,-1679.31,2115.37,107.689,4487.4,0.000392301
3,0,5,-69.4092,-17.659,0.943038,0,0,2993.15,863.132,3186.7,0,-4402.83,142.195,-2632.14,1339.89,-2625.98,-1358.05,-912.062,1951.75,0,0,341.697,-877.451,387.73,977.634,306.936,-1679.31,2115.37,107.689,4487.4,0.000392301
3,0,5,-69.4092,-17.659,0.943038,0,0,2993.15,863.132,3186.7,0,-4402.83,142.195,-2632.14,1339.89,-2625.98,-1358.05,-912.085,1951.7,0,0,341.697,-877.451,387.73,977.634,306.936,-1679.31,2115.37,107.689,4487.4,0.000392301
3,0,5,-69.4092,-17.659,0.943038,0,0,2993.15,863.132,3186.7,0,-4402.83,142.195,-2632.14,1339.89,-2625.98,-1358.05,-912.071,1951.61,0,0,341.697,-877.451,387.73,977.634,306.936,-1679.31,2115.37,107.689,4487.4,0.000392301
3,0,5,-68.668,-17.3805,0.954701,0,0,2993.15,863.132,3185.91,0,-4402.83,142.195,-2632.14,1339.89,-2625.98,-1358.05,-912.035,1951.55,0,0,341.697,-877.451,387.73,977.634,306.936,-1679.31,2115.37,107.689,4487.4,0.000392301
3,0,5,-69.1265,-17.6928,0.992413,0,0,2993.15,863.132,3186.44,0,-4402.83,142.195,-2632.14,1339.89,-2625.98,-1358.05,-911.955,1951.48,0,0,341.697,-877.451,387.73,977.634,306.936,-1679.31,2115.37,107.689,4487.4,0.000392301
