gameState,timeLeft,robotNumber,"robotPose X","robotPose Y","robotPose R",distanceToGoal,ballIsNear,"ballPosition X","ballPosition Y",ballDistanceToBot,ballDistanceToGoal,"team1 X","team1 Y","team2 X","team2 Y","team3 X","team3 Y","team4 X","team4 Y","team5 X","team5 Y","opponent1 X","opponent1 Y","opponent2 X","opponent2 Y","opponent3 X","opponent3 Y","opponent4 X","opponent4 Y","opponent5 X","opponent5 Y"
3,0,2,-2056.99,623.937,-2.24513,0,0,-2078.14,-69.6442,693.904,0,-4405.29,126.587,-2628.41,-1352.74,-914.251,1951.86,-910.137,-1944.92,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,2,-2059.68,626.408,-2.22519,0,0,-2078.14,-69.6442,696.297,0,-4405.29,126.587,-2628.41,-1352.74,-914.3,1951.93,-910.167,-1945,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,2,-2060.19,626.558,-2.20173,0,0,-2078.14,-69.6442,696.434,0,-4405.29,126.587,-2628.41,-1352.74,-914.438,1952.03,-910.166,-1945.08,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,2,-2058.88,625.053,-2.17998,0,0,-2078.14,-69.6442,694.964,0,-4405.29,126.587,-2628.41,-1352.74,-914.385,1951.99,-910.155,-1945.15,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,2,-2061.33,622.574,-2.12298,0,0,-2078.14,-69.6442,692.422,0,-4405.29,126.587,-2628.41,-1352.74,-914.41,1952.02,-910.152,-1945.14,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,2,-2051.04,629.561,-1.56291,0,0,-2078.14,-69.6442,699.731,0,-4405.29,126.584,-2628.42,-1352.74,-914.34,1951.95,-910.164,-1945.12,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,2,-2055.4,626.47,-1.46777,0,0,-2078.14,-69.6442,696.486,0,-4405.29,126.567,-2628.45,-1352.73,-914.328,1951.89,-910.15,-1945.07,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,2,-2054.82,626.317,-1.4623,0,0,-2078.14,-69.6442,696.352,0,-4405.13,128.549,-2626.55,-1353.48,-914.352,1951.79,-910.113,-1945.03,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,2,-2054.81,626.317,-1.46235,0,0,-2078.14,-69.6442,696.352,0,-4404.69,136.433,-2618.18,-1357.83,-914.345,1951.83,-910.072,-1945.01,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,2,-2054.82,626.316,-1.46268,0,0,-2078.21,-65.1387,691.851,0,-4406.2,125.514,-2628.27,-1353.58,-914.312,1951.8,-910.072,-1945.01,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
